ain,tocstatus,confirmtoc,include,abovetoc,linked,baseunder50,tract,jobs_idx,address,cp_casenum,full_approvetime,minus_holddays,holddays,zc_floorarea,total_units,aff_units,mr_units,pct_aff,councildistrict,tocdist,zipcode,lv2012,lv2020,lv2015,spadummy,redevdummy,geoid,medianhouseholdincome16,peroo16,persingfam16,medianhomevalue16,mediangrossrent16,cbddist,cp_filing,cp_complet,cp_approva,var39,permit_num,ladbs_subm,ladbs_perm,permitfeesubtotal,basementlevelsbc,basementlevelszc,undefinedaffordableunits,var47,moccgroup,retail,r2occgroupsqft,s2occgroupsqft,longtermbicycleparkingprovided,longtermbicycleparkingrequired,parkingrequiredautobicycle,providedcompact,provideddisabled,providedstandard,totalparking,parkingratio,shorttermbicycleparkingprovided,shorttermbicycleparkingrequired,constructiontype1,constructiontype2,constructiontype3,var65,multi_parcel,rectangle_ratio,n_vertices,neighbors,corner,corner_check,match_type,intersection,alley,ln_time,ln_units,affordable,ln_income,tocborder,half_mile_border,odd_lot,basement,parking_req_perunit,lnparking,nonTOCdisc,third_border,quarter_mile,moige,year,_merge
2565015119.0,Non-TOC Disc,,1,0,0,1.0,101210.0,23.0,10240 N COMMERCE AVE,ENV-2018-3101-CE,322,322,,34221,36,3.0,33.0,0.083333336,7.0,25050.527,91042.0,1026800.0,2683500.0,1885300.0,1.0,0.0,6037101210.0,36701.0,13.107639,18.12394,328600.0,1141.0,14.398157,5/30/2018,8/2/2005,8/31/2018,10240 N COMMERCE AVE,17010-20000-04917,12/14/2017,11/1/2018,"$176,218",#N/A,#N/A,#N/A,0,0.0,0.0,35418.0,16241.0,36.0,36.0,88.0,10.0,1.0,37.0,48.0,1.3,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9932589,8.0,4.0,no,no,address,0.0,0.0,5.7745514,3.583519,0.0,10.510559,0.0,,0.0,0.0,2.4444444,3.871201,1.0,,,matched (3),2017.0,matched (3)
2654008024.0,Non-TOC BR,,1,0,0,1.0,117520.0,9.0,8837 N BURNET AVE,,1040,1040,,16248,12,0.0,12.0,0.0,6.0,986.7242,91343.0,733800.0,1959800.0,1344300.0,0.0,1.0,6037117520.0,36500.0,18.927126,13.560976,283500.0,1107.0,17.411356,#N/A,#N/A,#N/A,8837 N BURNET AVE,15010-10000-01885,5/22/2015,3/27/2018,"$106,066",#N/A,#N/A,#N/A,*Long Term for site // No disable - ok,0.0,0.0,17200.0,3560.0,12.0,0.0,37.0,11.0,0.0,12.0,23.0,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9997725,7.0,4.0,no,no,AIN,0.0,0.0,6.946976,2.4849067,0.0,10.505068,0.0,1.0,0.0,0.0,3.0833333,3.1354942,0.0,1.0,1.0,matched (3),2015.0,matched (3)
2654014031.0,Non-TOC BR,,1,0,0,1.0,117407.0,14.0,15528 W RAYEN ST,,520,520,,16273,18,0.0,18.0,0.0,6.0,1267.7948,91343.0,733800.0,1959800.0,1344300.0,0.0,1.0,6037117407.0,24292.0,1.8518518,3.6194415,135900.0,1111.0,17.766876,#N/A,#N/A,#N/A,15528 W RAYEN ST,17010-20000-04784,12/5/2017,5/9/2019,"$99,348",#N/A,#N/A,#N/A,0,0.0,0.0,17113.0,6864.0,19.0,18.0,31.0,4.0,1.0,17.0,22.0,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.99751204,39.0,1.0,yes,yes,manual,1.0,0.0,6.253829,2.8903718,0.0,10.097902,0.0,1.0,0.0,0.0,1.7222222,3.0910425,0.0,1.0,1.0,matched (3),2017.0,matched (3)
2654022017.0,Non-TOC Disc,,1,0,0,1.0,117530.0,18.5,15230 W PARTHENIA ST,ENV-2014-1659-MND,1534,1534,,43906,41,0.0,41.0,0.0,6.0,-36.23659,91343.0,733800.0,1959800.0,1344300.0,0.0,1.0,6037117530.0,37371.0,24.080051,23.656578,231100.0,1137.0,17.324272,5/12/2014,5/3/2018,7/16/2014,15230 W PARTHENIA ST,17010-20000-03173,8/18/2017,7/24/2018,"$245,315",0,1,0,0,0.0,0.0,45344.0,27638.0,41.0,41.0,124.0,43.0,3.0,39.0,85.0,2.1,5,5,I-A,V-A,0,,no,0.9889155,14.0,3.0,yes,yes,manual,1.0,0.0,7.3356338,3.713572,0.0,10.52865,1.0,1.0,0.0,1.0,3.0243902,4.4426513,1.0,1.0,1.0,matched (3),2017.0,matched (3)
2654025044.0,TOC BR,1.0,1,0,0,1.0,117101.0,2.0,8444 N COLUMBUS AVE,,581,581,,31904,25,2.0,23.0,0.08,7.0,-2135.2532,91343.0,733800.0,1959800.0,1344300.0,0.0,0.0,6037117101.0,76413.0,69.723434,61.880833,336900.0,1210.0,17.966583,#N/A,#N/A,#N/A,8444 N COLUMBUS AVE,18010-20000-01220,3/20/2018,10/22/2019,"$190,216",0,1,0,0,0.0,0.0,34430.0,12426.0,25.0,25.0,50.0,4.0,2.0,21.0,27.0,1.1,3,3,I-A,V-A,0,,,0.99719995,9.0,35.0,no,yes,address,0.0,0.0,6.364751,3.218876,0.0,11.243908,1.0,1.0,0.0,1.0,2.0,3.295837,0.0,,,matched (3),2018.0,matched (3)
2654037024.0,Non-TOC Disc,,1,0,0,1.0,127520.0,37.5,15309 W CABRITO ROAD,AA-2018-1599-COC,370,370,,39726,32,0.0,32.0,0.0,6.0,-562.11096,91406.0,1050800.0,2827900.0,1981200.0,0.0,1.0,6037127520.0,27207.0,3.3460076,1.7921147,274200.0,982.0,16.819923,3/21/2018,5/3/2018,5/11/2018,15309 W CABRITO ROAD,17010-20000-03717,9/26/2017,10/1/2018,"$220,352",#N/A,#N/A,#N/A,0,0.0,0.0,41906.0,24694.0,32.0,32.0,99.0,18.0,2.0,43.0,63.0,2.0,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9184239,26.0,2.0,no,yes,AIN,0.0,0.0,5.913503,3.465736,0.0,10.211229,1.0,1.0,1.0,0.0,3.09375,4.1431346,1.0,1.0,1.0,matched (3),2017.0,matched (3)
2764013011.0,Non-TOC Disc,,1,0,0,0.0,115202.0,49.0,9131 N DARBY AVE,CPC-2016-4190-VZC-HD-BL-DB-SPR,657,657,,161067,146,17.0,129.0,0.11643836,12.0,-2084.792,91325.0,704700.0,1824900.0,1270900.0,0.0,0.0,6037115202.0,49688.0,39.718163,55.861366,431500.0,1244.0,20.65019,11/3/2016,1/0/1900,6/30/2017,9131 N DARBY AVE,18010-10000-01024,3/8/2018,8/22/2018,"$817,360",#N/A,#N/A,#N/A,0,0.0,0.0,151787.0,70045.0,150.0,150.0,222.0,71.0,7.0,154.0,232.0,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.99427307,8.0,28.0,no,yes,manual,0.0,0.0,6.4876842,4.983607,0.0,10.813519,1.0,1.0,0.0,0.0,1.520548,5.4467373,1.0,,,matched (3),2018.0,matched (3)
2786006016.0,TOC BR,1.0,1,0,0,1.0,115403.0,29.0,8548 N RESEDA BLVD,,880,880,,29164,39,5.0,34.0,0.12820512,12.0,-700.6366,91324.0,887200.0,2136000.0,1530100.0,0.0,0.0,6037115403.0,41383.0,29.44664,42.366413,475900.0,1150.0,20.315649,#N/A,#N/A,#N/A,8548 N RESEDA BLVD,17010-20000-00222,1/20/2017,6/19/2019,"$162,632",0,0,0,0,0.0,0.0,29694.0,9898.0,40.0,39.0,20.0,1.0,2.0,18.0,21.0,0.5,4,4,I-A,V-A,0,,,0.45990646,12.0,7.0,no,no,AIN,0.0,0.0,6.779922,3.6635616,0.0,10.630626,1.0,1.0,1.0,0.0,0.51282054,3.0445225,0.0,1.0,1.0,matched (3),2017.0,matched (3)
2787017012.0,Non-TOC Disc,,1,0,0,1.0,115401.0,38.0,17455 W ROSCOE BLVD,CPC-2015-3215-CU-ZV-ZAA-SPR,1536,1536,,18823,24,0.0,24.0,0.0,12.0,4245.079,91325.0,704700.0,1824900.0,1270900.0,0.0,0.0,6037115401.0,60665.0,34.705574,37.48198,617000.0,1232.0,19.086857,8/31/2015,10/28/2015,9/29/2016,17455 W ROSCOE BLVD,18010-20000-02405,5/22/2018,11/14/2019,"$90,701",#N/A,#N/A,#N/A,Weird Numbers - R4 occ group = 20017 sq ft - ok,0.0,0.0,0.0,0.0,24.0,4.0,24.0,0.0,2.0,22.0,24.0,1.0,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9904052,5.0,3.0,no,yes,AIN,0.0,0.0,7.336937,3.1780539,0.0,11.013123,0.0,,0.0,0.0,1.0,3.1780539,1.0,,,matched (3),2018.0,matched (3)
2787019007.0,Non-TOC Disc,,0,0,0,,115401.0,38.0,17361 W ROSCOE BLVD,CPC-2015-3215-CU-ZV-ZAA-SPR,1529,1529,,41516,53,0.0,53.0,0.0,12.0,4702.626,91325.0,704700.0,1824900.0,1270900.0,0.0,0.0,6037115401.0,60665.0,34.705574,37.48198,617000.0,1232.0,19.023867,8/31/2015,10/28/2015,9/29/2016,17361 W ROSCOE BLVD,18010-20000-02403,5/22/2018,11/7/2019,"$216,691",#N/A,#N/A,#N/A,No S2 - ok,0.0,0.0,41516.0,0.0,18.0,9.0,53.0,0.0,3.0,50.0,53.0,1.0,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9870508,7.0,5.0,no,no,AIN,0.0,0.0,7.3323693,3.9702919,0.0,11.013123,0.0,,0.0,0.0,1.0,3.9702919,1.0,,,matched (3),2018.0,matched (3)
4006004011.0,Non-TOC Disc,,1,0,0,0.0,234902.0,25.333334,6109 S CRENSHAW BLVD,DIR-2017-499-DB-SPR-SPP,470,385,,50643,75,6.0,69.0,0.08,8.0,-2351.0696,90043.0,1437100.0,4140200.0,2489700.0,1.0,1.0,6037234902.0,25750.0,17.289074,30.59034,344100.0,966.0,6.2812095,2/7/2017,3/8/2017,9/29/2017,6109 S CRENSHAW BLVD,17010-10000-01992,5/22/2017,5/23/2018,"$243,759",0,0,0,0,0.0,0.0,54665.0,11035.0,75.0,75.0,116.0,0.0,2.0,31.0,33.0,0.4,8,8,I-A,V-A,0,,,0.9920635,7.0,5.0,no,no,address,0.0,0.0,5.9532433,4.317488,0.0,10.15619,1.0,1.0,0.0,0.0,1.5466666,3.4965076,1.0,,,matched (3),2017.0,matched (3)
4006020010.0,TOC DISC,1.0,1,0,0,1.0,234902.0,25.333334,6521 S BRYNHURST AVE,DIR-2019-1157-TOC,378,354,,44384,41,5.0,36.0,0.12195122,8.0,-1829.1104,90043.0,1437100.0,4140200.0,2489700.0,1.0,1.0,6037234902.0,25750.0,17.289074,30.59034,344100.0,966.0,6.6083684,2/26/2019,5/1/2019,7/12/2019,6521 S BRYNHURST AVE,19010-20000-02725,6/25/2019,3/10/2020,"$254,528",0,0,0,0,0.0,0.0,46280.0,12643.0,41.0,41.0,67.0,11.0,1.0,29.0,41.0,1.0,5,5,I-A,V-A,0,,,0.9957133,8.0,3.0,no,yes,address,0.0,0.0,5.869297,3.713572,0.0,10.15619,1.0,1.0,0.0,0.0,1.6341463,3.713572,0.0,,,matched (3),2019.0,matched (3)
4006022018.0,Non-TOC BR,,1,0,0,1.0,235202.0,21.666666,6740 S BRYNHURST AVE,,302,302,,15690,12,2.0,10.0,0.16666667,8.0,-2376.4358,90043.0,1437100.0,4140200.0,2489700.0,1.0,1.0,6037235202.0,25958.0,25.199787,38.395004,345800.0,1010.0,6.743373,#N/A,#N/A,#N/A,6740 S BRYNHURST AVE,17010-20000-02529,6/28/2017,4/26/2018,"$75,426",#N/A,#N/A,#N/A,0,0.0,0.0,15690.0,6040.0,12.0,12.0,27.0,2.0,1.0,10.0,13.0,1.1,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.99525815,6.0,5.0,no,no,AIN,0.0,0.0,5.710427,2.4849067,0.0,10.164235,1.0,1.0,0.0,0.0,2.25,2.5649493,0.0,,,matched (3),2017.0,matched (3)
4103008016.0,Non-TOC BR,,1,0,0,1.0,276100.0,90.0,7001 S LA TIJERA BLVD,,225,225,,34190,23,0.0,23.0,0.0,11.0,-1469.1245,90045.0,3192300.0,6669700.0,4650300.0,1.0,0.0,6037276100.0,64228.0,16.480541,11.282546,466500.0,1775.0,8.624533,#N/A,#N/A,#N/A,7001 S LA TIJERA BLVD,17010-20000-04647,11/27/2017,7/10/2018,"$146,496",#N/A,#N/A,#N/A,0,0.0,0.0,36164.0,12714.0,24.0,23.0,68.0,5.0,1.0,37.0,43.0,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.9998675,17.0,2.0,yes,yes,manual,1.0,0.0,5.4161005,3.1354942,0.0,11.070194,1.0,1.0,0.0,0.0,2.9565217,3.7612002,0.0,1.0,,matched (3),2017.0,matched (3)
4103022009.0,TOC DISC,1.0,1,0,0,1.0,276100.0,90.0,5506 W THORNBURN ST,DIR-2019-898-TOC,547,532,,16803,12,3.0,9.0,0.25,11.0,-471.76205,90045.0,3192300.0,6669700.0,4650300.0,1.0,0.0,6037276100.0,64228.0,16.480541,11.282546,466500.0,1775.0,8.800366,2/12/2019,4/23/2019,5/15/2019,5506 W THORNBURN ST,18010-20000-04140,8/23/2018,2/21/2020,"$77,103",0,0,0,0,0.0,0.0,18183.0,6061.0,12.0,12.0,30.0,4.0,1.0,11.0,16.0,1.3,2,2,I-A,V-A,0,,,0.9560558,5.0,3.0,no,yes,AIN,0.0,0.0,6.2766433,2.4849067,0.0,11.070194,1.0,1.0,0.0,0.0,2.5,2.7725887,0.0,1.0,1.0,matched (3),2018.0,matched (3)
4108019029.0,TOC DISC,1.0,1,0,0,0.0,277000.0,96.4,8521 S SEPULVEDA BLVD,DIR-2017-1735-TOC-SPR-CDO,1085,938,,75127,87,8.0,79.0,0.09195402,11.0,-2313.1372,90045.0,3192300.0,6669700.0,4650300.0,1.0,0.0,6037277000.0,132014.0,80.37719,85.21816,893600.0,1776.0,10.205657,5/1/2017,5/23/2017,4/13/2018,8521 S SEPULVEDA BLVD,16010-20000-06383,12/29/2016,12/19/2019,"$391,512",0,1,0,0,882.0,1.0,75127.0,37196.0,89.0,89.0,150.0,17.0,3.0,62.0,82.0,0.9,11,11,0,0,0,,,0.5250139,12.0,5.0,no,no,AIN,0.0,0.0,6.84375,4.465908,0.0,11.790664,1.0,1.0,1.0,1.0,1.7241379,4.406719,0.0,,,matched (3),2016.0,matched (3)
4110001004.0,Non-TOC Disc,,1,0,0,0.0,277000.0,96.4,6711 S SEPULVEDA BLVD,DIR-2017-4077-DB-WDI-SPR,700,518,,160424,180,15.0,165.0,0.083333336,11.0,-2676.638,90045.0,3192300.0,6669700.0,4650300.0,1.0,0.0,6037277000.0,132014.0,80.37719,85.21816,893600.0,1776.0,9.430073,10/10/2017,11/9/2017,10/25/2018,6711 S SEPULVEDA BLVD,18010-10000-04972,11/5/2018,9/10/2019,"$857,927",#N/A,#N/A,#N/A,0,0.0,0.0,160510.0,96114.0,115.0,115.0,246.0,86.0,5.0,124.0,215.0,1.2,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.96827435,10.0,2.0,no,yes,AIN,0.0,0.0,6.249975,5.192957,0.0,11.790664,1.0,,0.0,0.0,1.3666667,5.370638,1.0,,,matched (3),2018.0,matched (3)
4110001005.0,Non-TOC Disc,,1,0,0,0.0,277000.0,96.4,6733 S SEPULVEDA BLVD,DIR-2016-1648-SPR,1305,1203,,148900,176,0.0,176.0,0.0,11.0,-2659.599,90045.0,3192300.0,6669700.0,4650300.0,1.0,0.0,6037277000.0,132014.0,80.37719,85.21816,893600.0,1776.0,9.445629,5/10/2016,6/9/2016,7/7/2017,6733 S SEPULVEDA BLVD,17010-10000-00045,1/6/2017,12/6/2019,"$888,914",#N/A,#N/A,#N/A,0,0.0,0.0,158853.0,138606.0,176.0,176.0,234.0,49.0,7.0,201.0,257.0,1.5,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.6745353,16.0,4.0,no,no,address,0.0,0.0,7.0925736,5.170484,0.0,11.790664,1.0,,1.0,0.0,1.3295455,5.549076,1.0,,,matched (3),2017.0,matched (3)
4113001004.0,Non-TOC Disc,,1,0,0,1.0,276500.0,92.5,1 S LMU DR,DIR-2013-1330-SPP,2300,2300,,100064,41,0.0,41.0,0.0,11.0,459.50827,90045.0,3192300.0,6669700.0,4650300.0,1.0,0.0,6037276500.0,83068.0,62.57143,85.04043,796900.0,2456.0,11.23123,5/3/2013,4/26/2013,5/22/2013,1 S LMU DR,19010-10000-00095,1/14/2019,8/20/2019,"$516,577",2019,0,0,0,0.0,0.0,405.0,36288.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,V-A,0,0,,,0.90272003,164.0,58.0,no,yes,AIN,0.0,0.0,7.7406645,3.713572,0.0,11.3274145,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,matched (3),2019.0,matched (3)
4205033007.0,Non-TOC Disc,,1,1,1,0.0,-6036997632.0,,3323 S LA CIENEGA BLVD,CPC-2015-2593-GPA-ZC-HD-ZAA-SPR,1084,1084,0.0,"1,741,033",910,,,,10.0,,90016.0,,,,,,2199.02,,,,,,,7/10/2015,8/11/2015,3/30/2016,,16010-10000-04628,10/26/2016,6/28/2018,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,6.9884133,6.8134446,1.0,,0.0,,0.0,0.0,,,1.0,,,using only (2),2016.0,matched (3)
4208007039.0,TOC DISC,1.0,1,0,0,1.0,271801.0,78.0,10424 W VENICE BLVD,DIR-2018-3021-TOC,627,487,,62319,79,8.0,71.0,0.101265825,5.0,-2438.798,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037271801.0,59091.0,18.869047,23.372288,839200.0,1458.0,9.793709,5/24/2018,11/7/2018,12/17/2018,10424 W VENICE BLVD,18010-10000-02070,5/7/2018,1/24/2020,"$303,560",0,0,0,0,0.0,0.0,62559.0,26703.0,62.0,62.0,42.0,10.0,2.0,40.0,52.0,0.7,6,6,I-A,III-A,0,,,0.978584,35.0,1.0,yes,no,AIN,1.0,0.0,6.188264,4.3694477,0.0,10.986834,1.0,1.0,0.0,0.0,0.5316456,3.9512436,0.0,,,matched (3),2018.0,matched (3)
4217016001.0,Non-TOC BR,,1,0,0,1.0,275102.0,84.5,11500 W CULVER BLVD,,294,294,,19245.56,15,0.0,15.0,0.0,11.0,2152.6675,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037275102.0,42063.0,27.406832,29.741697,650400.0,1223.0,9.796098,#N/A,#N/A,#N/A,11500 W CULVER BLVD,18010-20000-01789,4/26/2018,2/14/2019,"$99,961",#N/A,#N/A,#N/A,0,0.0,0.0,20181.0,5588.0,15.0,15.0,24.0,8.0,1.0,15.0,24.0,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.91498184,8.0,2.0,yes,yes,AIN,1.0,0.0,5.68358,2.7080503,0.0,10.646924,0.0,1.0,1.0,0.0,1.6,3.1780539,0.0,,,matched (3),2018.0,matched (3)
4217018032.0,TOC DISC,1.0,1,0,0,1.0,275102.0,84.5,846 S MARIPOSA AVE,DIR-2018-2943-TOC,1070,1044,,29000,38,6.0,32.0,0.15789473,10.0,-6351.686,90005.0,2447400.0,6124200.0,4652500.0,0.0,1.0,6037275102.0,42063.0,27.406832,29.741697,650400.0,1223.0,9.861099,12/14/2015,1/26/2016,9/12/2016,846 S MARIPOSA AVE,16010-10000-05035,11/2/2016,4/13/2018,"$209,528",2,2,0,0,0.0,0.0,30520.0,26005.0,54.0,50.0,110.0,7.0,3.0,45.0,55.0,1.4,6,6,I-A,III-A,0,,,0.9871197,43.0,1.0,yes,no,AIN,1.0,0.0,6.9508147,3.637586,0.0,10.646924,1.0,,0.0,1.0,2.8947368,4.0073333,0.0,,,matched (3),2016.0,matched (3)
4221023022.0,Non-TOC BR,,1,0,0,1.0,275311.0,83.75,4965 S CENTINELA AVE,,266,266,,25102,25,2.0,23.0,0.08,11.0,520.9463,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037275311.0,86250.0,45.084747,57.877003,767300.0,1686.0,10.283929,#N/A,#N/A,#N/A,4965 S CENTINELA AVE,18010-20000-02162,5/11/2018,2/1/2019,"$133,817",#N/A,#N/A,#N/A,0,0.0,0.0,25953.0,9200.0,25.0,25.0,52.0,0.0,1.0,24.0,25.0,1.0,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9043921,11.0,2.0,no,yes,address,0.0,0.0,5.583496,3.218876,0.0,11.3650055,0.0,1.0,1.0,0.0,2.08,3.218876,0.0,1.0,1.0,matched (3),2018.0,matched (3)
4221023034.0,Non-TOC Disc,,1,0,0,1.0,275311.0,83.75,4971 S CENTINELA AVE,DIR-2018-2241-WDI,341,341,,26700,15,0.0,15.0,0.0,11.0,449.71674,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037275311.0,86250.0,45.084747,57.877003,767300.0,1686.0,10.278901,#N/A,#N/A,#N/A,4971 S CENTINELA AVE,18010-20000-04110,8/22/2018,7/29/2019,"$142,532",#N/A,#N/A,#N/A,0,0.0,0.0,28766.0,9404.0,16.0,15.0,47.0,14.0,1.0,17.0,32.0,2.1,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9166644,61.0,1.0,yes,no,AIN,1.0,0.0,5.8318825,2.7080503,0.0,11.3650055,0.0,1.0,1.0,0.0,3.1333334,3.465736,1.0,1.0,1.0,matched (3),2018.0,matched (3)
4233018012.0,Non-TOC BR,,1,0,0,1.0,275200.0,81.333336,11940 W LOUISE AVE,,478,478,,15362,11,0.0,11.0,0.0,11.0,3139.7368,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037275200.0,52829.0,21.900063,23.456057,635300.0,1288.0,10.230216,#N/A,#N/A,#N/A,11940 W LOUISE AVE,18010-20000-02247,5/16/2018,9/6/2019,"$80,787",#N/A,#N/A,#N/A,0,0.0,0.0,16980.0,5760.0,11.0,11.0,31.0,7.0,1.0,10.0,18.0,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.99932855,5.0,4.0,no,no,AIN,0.0,0.0,6.1696105,2.3978953,0.0,10.874816,0.0,,0.0,0.0,2.8181818,2.8903718,0.0,,,matched (3),2018.0,matched (3)
4233020016.0,Non-TOC Disc,,1,0,0,1.0,275200.0,81.333336,11955 W CULVER BLVD,CPC-2018-4231-DB-WDI,539,539,,24356,24,3.0,21.0,0.125,11.0,3194.1794,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037275200.0,52829.0,21.900063,23.456057,635300.0,1288.0,10.123645,7/20/2018,2/28/2019,4/2/2019,11955 W CULVER BLVD,18020-30000-01488,5/22/2018,11/12/2019,"$117,624",#N/A,#N/A,#N/A,0,620.0,1.0,23736.0,12957.0,26.0,26.0,28.0,4.0,2.0,24.0,30.0,1.3,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.92111486,30.0,2.0,yes,yes,AIN,1.0,0.0,6.289716,3.1780539,0.0,10.874816,0.0,,1.0,0.0,1.1666666,3.4011974,1.0,,,matched (3),2018.0,matched (3)
4233023022.0,Non-TOC Disc,,1,0,0,1.0,275200.0,81.333336,11800 W COURTLEIGH DR,TT-77174-CN,544,542,,28725,18,0.0,18.0,0.0,11.0,2723.9,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037275200.0,52829.0,21.900063,23.456057,635300.0,1288.0,10.090065,9/20/2017,10/31/2017,10/18/2018,11800 W COURTLEIGH DR,17010-20000-02925,7/28/2017,1/23/2019,"$153,312",#N/A,#N/A,#N/A,0,0.0,0.0,29955.0,18830.0,18.0,18.0,56.0,22.0,2.0,23.0,47.0,2.6,#N/A,#N/A,#N/A,#N/A,#N/A,,no,0.9996864,6.0,2.0,no,yes,manual,0.0,0.0,6.295266,2.8903718,0.0,10.874816,0.0,,0.0,0.0,3.1111112,3.8501475,1.0,,,matched (3),2017.0,matched (3)
4235002015.0,Non-TOC Disc,,1,0,0,1.0,272201.0,75.0,3827 S FRANCES AVE,DIR-2017-4384-DB,581,553,,20481,18,2.0,16.0,0.11111111,11.0,3035.923,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037272201.0,60955.0,16.580755,12.113402,686100.0,1464.0,11.006293,10/31/2017,1/9/2018,3/29/2018,3827 S FRANCES AVE,18010-20000-05418,11/6/2018,6/4/2019,"$123,437",#N/A,#N/A,#N/A,0,0.0,0.0,24322.0,11663.0,18.0,18.0,49.0,11.0,1.0,17.0,29.0,1.6,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.975321,5.0,1.0,yes,no,AIN,1.0,0.0,6.315358,2.8903718,0.0,11.017891,0.0,,0.0,0.0,2.7222223,3.3672957,1.0,,,matched (3),2018.0,matched (3)
4235004001.0,Non-TOC BR,,1,0,0,1.0,272201.0,75.0,12602 W MATTESON AVE,,350,350,,22260,15,0.0,15.0,0.0,11.0,3043.4539,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037272201.0,60955.0,16.580755,12.113402,686100.0,1464.0,10.99033,#N/A,#N/A,#N/A,12602 W MATTESON AVE,18010-10000-06102,12/18/2018,12/3/2019,"$285,454",#N/A,#N/A,#N/A,0,0.0,0.0,25223.0,8839.0,15.0,15.0,44.0,0.0,1.0,26.0,27.0,1.8,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.972654,5.0,2.0,yes,yes,AIN,1.0,0.0,5.857933,2.7080503,0.0,11.017891,0.0,,0.0,0.0,2.9333334,3.295837,0.0,,,matched (3),2018.0,matched (3)
4235026016.0,Non-TOC Disc,,1,0,0,0.0,272302.0,75.0,3960 S GRAND VIEW BLVD,CPC-2014-491-VZC-ZAA,2110,1473,,44232,50,49.0,1.0,0.98,11.0,2741.3262,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037272302.0,50865.0,12.474227,15.2058115,712500.0,1229.0,10.592246,2/11/2014,12/8/2015,5/24/2016,3960 S GRAND VIEW BLVD,19010-10000-00624,3/11/2019,11/22/2019,"$216,277",#N/A,#N/A,#N/A,0,0.0,0.0,42600.0,20257.0,37.0,37.0,93.0,20.0,3.0,27.0,50.0,1.0,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9997021,8.0,3.0,no,yes,AIN,0.0,0.0,7.2950563,3.912023,1.0,10.83693,0.0,,0.0,0.0,1.86,3.912023,1.0,,,matched (3),2019.0,matched (3)
4236015022.0,Non-TOC BR,,1,0,0,1.0,272202.0,75.5,12807 W MATTESON AVE,,501,501,,12622,10,0.0,10.0,0.0,11.0,1762.9989,90066.0,4282700.0,9314300.0,6683500.0,1.0,0.0,6037272202.0,64138.0,22.78325,15.578817,647300.0,1385.0,11.229231,#N/A,#N/A,#N/A,12807 W MATTESON AVE,16010-10000-05615,12/9/2016,4/24/2018,"$71,324",#N/A,#N/A,#N/A,0,0.0,0.0,13780.0,5674.0,10.0,10.0,20.0,9.0,1.0,9.0,19.0,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9746568,5.0,1.0,yes,no,AIN,1.0,0.0,6.216606,2.3025851,0.0,11.068792,0.0,1.0,0.0,0.0,2.0,2.944439,0.0,,,matched (3),2016.0,matched (3)
