"","x"
"2141",251675
"2142",647882
"2143",353824
"2144",394927
"2145",277192
"2146",314182
"2147",251487
"2148",361324
"2149",330087
"2150",276221
"2151",289741
"2152",262038
"2153",252519
"2154",304643
"2155",365430
"2156",382368
"2157",293928
"2158",355978
"2159",252250
"2160",330826
"2161",363087
"2162",334633
"2163",569761
"2164",272986
"2165",269733
"2166",359828
"2167",585203
"2168",329733
"2169",375827
"2170",254291
"2171",539563
"2172",261561
"2173",275110
"2174",265661
"2175",1038553
"2176",307468
"2177",255941
"2178",567788
"2179",732569
"2180",329426
"2181",264740
"2182",381153
"2183",298507
"2184",344073
"2185",416165
"2186",250536
"2187",299765
"2188",285020
"2189",721161
"2190",329059
"2191",348802
"2192",509629
"2193",309098
"2194",279337
"2195",347166
"2196",251396
"2197",374969
"2198",259865
"2199",301694
"2200",276934
"2201",395512
"2202",311177
"2203",293440
"2204",474136
"2205",355856
"2206",285060
"2207",331126
"2208",279872
"2209",386331
"2210",271571
"2211",374253
"2212",450924
"2213",295510
"2214",251396
"2215",477697
"2216",411395
"2217",423711
"2218",271935
"2219",361497
"2220",399020
"2221",345277
"2222",309178
"2223",325706
"2224",301568
"2225",339956
"2226",362826
"2227",344329
"2228",354405
"2229",362883
"2230",294708
"2231",332727
"2232",289944
"2233",273425
"2234",313930
"2235",291981
"2236",287320
"2237",409172
"2238",274451
"2239",337599
"2240",419658
"2241",319163
"2242",301568
"2243",268145
"2244",257337
"2245",303431
"2246",553473
"2247",496414
"2248",272667
"2249",255191
"2250",281832
"2251",339773
"2252",346766
"2253",283872
"2254",401333
"2255",278228
"2256",349148
"2257",309620
"2258",347803
"2259",308279
"2260",312017
"2261",257485
"2262",341672
"2263",275236
"2264",400356
"2265",261929
"2266",355918
"2267",421967
"2268",259377
"2269",252406
"2270",329408
"2271",308995
"2272",362491
"2273",320047
"2274",331511
"2275",269722
"2276",355865
"2277",297246
"2278",295067
"2279",336543
"2280",316820
"2281",453067
"2282",299598
"2283",345277
"2284",255014
"2285",466458
"2286",290964
"2287",282095
"2288",391114
"2289",252506
"2290",294183
"2291",394927
"2292",259323
"2293",263561
"2294",285263
"2295",347530
"2296",253116
"2297",307392
"2298",355728
"2299",283613
"2300",284706
"2301",255279
"2302",397280
"2303",421561
"2304",340234
"2305",278391
"2306",370888
"2307",357954
"2308",280422
"2309",321435
"2310",287658
"2311",334744
"2312",306967
"2313",483530
"2314",328606
"2315",348960
"2316",329530
"2317",311020
"2318",331481
"2319",261725
"2320",287878
"2321",254818
"2322",295046
"2323",295621
"2324",278155
"2325",344172
"2326",304260
"2327",410351
"2328",285730
"2329",334133
"2330",397963
"2331",560804
"2332",365050
"2333",299828
"2334",286789
"2335",351731
"2336",349884
"2337",319666
"2338",447079
"2339",252292
"2340",528616
"2341",379062
"2342",326064
"2343",312353
"2344",340148
"2345",388496
"2346",485496
"2347",298113
"2348",277783
"2349",356882
"2350",332355
"2351",305767
"2352",255282
"2353",346341
"2354",285897
"2355",356689
"2356",394860
"2357",309463
"2358",306850
"2359",425528
"2360",386949
"2361",324854
"2362",502316
"2363",340982
"2364",289984
"2365",278480
"2366",335777
"2367",283613
"2368",298130
"2369",388112
"2370",266973
"2371",366929
"2372",250818
"2373",282461
"2374",279763
"2375",467799
"2376",372559
"2377",311350
"2378",359591
"2379",301199
"2380",267540
"2381",351869
"2382",268281
"2383",363591
"2384",469921
"2385",347530
"2386",255252
"2387",291951
"2388",295127
"2389",376647
"2390",356344
"2391",444134
"2392",340117
"2393",334585
"2394",331046
"2395",443179
"2396",266598
"2397",353263
"2398",342852
"2399",252202
"2400",497300
"2401",426431
"2402",607848
"2403",293073
"2404",290409
"2405",370045
"2406",317780
"2407",256997
"2408",298301
"2409",310380
"2410",501172
"2411",282313
"2412",321943
"2413",255693
"2414",284898
"2415",279980
"2416",263855
"2417",349910
"2418",266525
"2419",331776
"2420",288185
"2421",323269
"2422",341368
"2423",270572
"2424",285295
"2425",373499
"2426",335421
"2427",349365
"2428",330715
"2429",275522
"2430",354351
"2431",349169
"2432",441700
"2433",377486
"2434",483822
"2435",289982
"2436",420973
"2437",280758
"2438",261023
"2439",340917
"2440",370795
"2441",514033
"2442",285775
"2443",470663
"2444",384236
"2445",396116
"2446",293091
"2447",334618
"2448",373344
"2449",392812
"2450",262478
"2451",275385
"2452",292472
"2453",287986
"2454",329174
"2455",312766
"2456",323798
"2457",264526
"2458",472604
"2459",348618
"2460",303822
"2461",288566
"2462",487411
"2463",337606
"2464",381965
"2465",344414
"2466",558183
"2467",306114
"2468",368797
"2469",416829
"2470",350001
"2471",339952
"2472",250135
"2473",430005
"2474",410034
"2475",266072
"2476",339324
"2477",284086
"2478",426263
"2479",277647
"2480",319280
"2481",383384
"2482",263614
"2483",280483
"2484",254211
"2485",351324
"2486",254767
"2487",253801
"2488",344351
"2489",339002
"2490",302604
"2491",316663
"2492",272950
"2493",300528
"2494",302424
"2495",344492
"2496",349148
"2497",318593
"2498",266150
"2499",271092
"2500",271901
"2501",341643
"2502",289653
"2503",439608
"2504",330144
"2505",251905
"2506",285131
"2507",409201
"2508",379819
"2509",258589
"2510",253741
"2511",297117
"2512",340260
"2513",308874
"2514",288608
"2515",254148
"2516",276776
"2517",357781
"2518",372525
"2519",301867
"2520",456236
"2521",329054
"2522",274158
"2523",250091
"2524",315524
"2525",420779
"2526",255474
"2527",263899
"2528",326310
"2529",261375
"2530",379242
"2531",312477
"2532",259505
"2533",541282
"2534",296158
"2535",518030
"2536",360593
"2537",459248
"2538",288419
"2539",260579
"2540",251675
"2541",281422
"2542",314177
"2543",254809
"2544",305498
"2545",295308
"2546",384508
"2547",403489
"2548",254904
"2549",275338
"2550",280618
"2551",291355
"2552",330263
"2553",341846
"2554",259363
"2555",299050
"2556",548580
"2557",278322
"2558",283227
"2559",334522
"2560",365916
"2561",267085
"2562",307555
"2563",279041
"2564",312017
"2565",263970
"2566",302770
"2567",370837
"2568",342769
"2569",272182
"2570",403467
"2571",252168
"2572",255559
"2573",379940
"2574",355686
"2575",361497
"2576",351871
"2577",324231
"2578",290661
"2579",356882
"2580",301835
"2581",313729
"2582",250541
"2583",279337
"2584",258633
"2585",381153
"2586",300871
"2587",288103
"2588",358533
"2589",398652
"2590",268840
"2591",345236
"2592",347692
"2593",253752
"2594",274800
"2595",255161
"2596",411950
"2597",275818
"2598",318082
"2599",287988
"2600",321990
"2601",349368
"2602",325573
"2603",318264
"2604",288433
"2605",329205
"2606",337378
"2607",280167
"2608",278557
"2609",252986
"2610",312767
"2611",375422
"2612",263568
"2613",302097
"2614",405577
"2615",526528
"2616",272671
"2617",411007
"2618",367037
"2619",304651
"2620",320818
"2621",326886
"2622",286750
"2623",391867
"2624",289405
"2625",447739
"2626",312500
"2627",293385
"2628",274883
"2629",265954
"2630",326156
"2631",367200
"2632",330571
"2633",346766
"2634",257250
"2635",272338
"2636",328610
"2637",373432
"2638",302847
"2639",279615
"2640",276133
"2641",265917
"2642",270721
"2643",331643
"2644",340332
"2645",382499
"2646",398626
"2647",323790
"2648",331381
"2649",339142
"2650",267859
"2651",586657
"2652",283715
"2653",286406
"2654",341638
"2655",321959
"2656",257874
"2657",357173
"2658",305739
"2659",405684
"2660",289230
"2661",336509
"2662",383402
"2663",328216
"2664",280362
"2665",433375
"2666",358199
"2667",326232
"2668",581071
"2669",287681
"2670",252250
"2671",437727
"2672",257758
"2673",258648
"2674",335005
"2675",311551
"2676",361307
"2677",276552
"2678",277760
"2679",261232
"2680",325744
"2681",329793
"2682",575442
"2683",407068
"2684",257683
"2685",319271
"2686",263000
"2687",554986
"2688",343476
"2689",326886
"2690",353039
"2691",345339
"2692",592930
"2693",291979
"2694",276087
"2695",386877
"2696",632834
"2697",314727
"2698",269733
"2699",339002
"2700",423052
"2701",269323
"2702",365049
"2703",504951
"2704",294064
"2705",484861
"2706",355468
"2707",347513
"2708",281911
"2709",449576
"2710",327964
"2711",496538
"2712",256240
"2713",363130
"2714",459463
"2715",505438
"2716",260578
"2717",335005
"2718",258633
"2719",479482
"2720",467108
"2721",304622
"2722",343161
"2723",467108
"2724",269474
"2725",346014
"2726",290856
"2727",288486
"2728",262819
"2729",263444
"2730",265554
"2731",410216
"2732",411950
"2733",390657
"2734",314897
"2735",849857
"2736",307496
"2737",324372
"2738",259019
"2739",258470
"2740",300687
"2741",309056
"2742",426562
"2743",253814
"2744",271521
"2745",265295
"2746",287233
"2747",356689
"2748",254765
"2749",558944
"2750",256967
"2751",271354
"2752",272913
"2753",324445
"2754",291904
"2755",405362
"2756",262241
"2757",420054
"2758",691903
"2759",419691
"2760",356089
"2761",684015
"2762",304602
"2763",289207
"2764",267966
"2765",296724
"2766",264874
"2767",423605
"2768",298871
"2769",318255
"2770",347867
"2771",279636
"2772",405386
"2773",297188
"2774",413557
"2775",390997
"2776",340880
"2777",273629
"2778",281356
"2779",256764
"2780",461678
"2781",466498
"2782",299507
"2783",530099
"2784",402539
"2785",340534
"2786",303817
"2787",342084
"2788",554317
"2789",305597
"2790",263015
"2791",349365
"2792",283637
"2793",420054
"2794",303187
"2795",391121
"2796",344278
"2797",363677
"2798",269318
"2799",329924
"2800",261241
"2801",296618
"2802",257796
"2803",343021
"2804",409604
"2805",332884
"2806",285169
"2807",339346
"2808",287306
"2809",408229
"2810",252803
"2811",266037
"2812",347166
"2813",310850
"2814",316606
"2815",274657
"2816",338836
"2817",344719
"2818",372484
"2819",299399
"2820",450920
"2821",427952
"2822",342642
"2823",253642
"2824",267912
"2825",357059
"2826",274916
"2827",263641
"2828",695136
"2829",320376
"2830",258490
"2831",311357
"2832",338270
"2833",282394
"2834",383269
"2835",334221
"2836",361888
"2837",328776
"2838",306646
"2839",280069
"2840",305759
"2841",408473
"2842",315971
"2843",698418
"2844",329530
"2845",282579
"2846",364958
"2847",351711
"2848",464103
"2849",354095
"2850",308901
"2851",369677
"2852",320451
"2853",286342
"2854",254797
"2855",272778
"2856",279183
"2857",257691
"2858",526968
"2859",270544
"2860",328981
"2861",450695
"2862",349620
"2863",548303
"2864",335625
"2865",399155
"2866",333270
"2867",340917
"2868",337050
"2869",252947
"2870",529216
"2871",299494
"2872",400416
"2873",279968
"2874",298510
"2875",350440
"2876",283087
"2877",341051
"2878",380674
"2879",304469
"2880",355053
"2881",526164
"2882",279802
"2883",250832
"2884",269015
"2885",262196
"2886",261119
"2887",305834
"2888",277657
"2889",316298
"2890",506436
"2891",257765
"2892",368925
"2893",381153
"2894",298635
"2895",281384
"2896",257364
"2897",283281
"2898",275778
"2899",330695
"2900",315303
"2901",317425
"2902",273194
"2903",385540
"2904",439919
"2905",334113
"2906",302836
"2907",264210
"2908",398918
"2909",321824
"2910",250038
"2911",734193
"2912",321086
"2913",326283
"2914",274528
"2915",260560
"2916",737315
"2917",544686
"2918",468713
"2919",275421
"2920",267138
"2921",339123
"2922",548361
"2923",340682
"2924",321629
"2925",346275
"2926",250724
"2927",260254
"2928",255348
"2929",337469
"2930",316211
"2931",556652
"2932",265576
"2933",347653
"2934",350387
"2935",350247
"2936",334741
"2937",391016
"2938",341672
"2939",289982
"2940",691830
"2941",280167
"2942",407338
"2943",315065
"2944",520775
"2945",332379
"2946",442429
"2947",369114
"2948",261334
"2949",321577
"2950",334744
"2951",269474
"2952",287306
"2953",370502
"2954",292185
"2955",269722
"2956",288959
"2957",388811
"2958",369538
"2959",333611
"2960",252752
"2961",433669
"2962",607799
"2963",253856
"2964",255559
"2965",270059
"2966",345403
"2967",388741
"2968",355856
"2969",255675
"2970",255934
"2971",254114
"2972",317443
"2973",375603
"2974",660870
"2975",255849
"2976",255921
"2977",440456
"2978",259757
"2979",383365
"2980",314525
"2981",291665
"2982",270502
"2983",366957
"2984",253060
"2985",471990
"2986",385412
"2987",274111
"2988",483822
"2989",336513
"2990",274424
"2991",284211
"2992",368517
"2993",394447
"2994",343957
"2995",423222
"2996",327112
"2997",303510
"2998",374524
"2999",267352
"3000",364563
"3001",500509
"3002",487742
"3003",304710
"3004",315460
"3005",309932
"3006",291509
"3007",346159
"3008",272656
"3009",284450
"3010",353270
"3011",320811
"3012",253914
"3013",372317
"3014",296090
"3015",403489
"3016",289147
"3017",347720
"3018",406978
"3019",333701
"3020",270043
"3021",358886
"3022",498785
"3023",423064
"3024",358682
"3025",391585
"3026",326857
"3027",365465
"3028",264710
"3029",347910
"3030",532379
"3031",295282
"3032",318886
"3033",256005
"3034",333505
"3035",426895
"3036",314422
"3037",273771
"3038",388023
"3039",277720
"3040",493862
"3041",341709
"3042",318190
"3043",283918
"3044",263552
"3045",255439
"3046",344275
"3047",424855
"3048",271393
"3049",469602
"3050",295949
"3051",270721
"3052",386643
"3053",432555
"3054",256504
"3055",391926
"3056",424468
"3057",428271
"3058",277314
"3059",316120
"3060",346909
"3061",317360
"3062",299813
"3063",265083
"3064",410919
"3065",275845
"3066",257555
"3067",327901
"3068",322873
"3069",265698
"3070",306830
"3071",339321
"3072",318822
"3073",375680
"3074",253784
"3075",464502
"3076",446140
"3077",308118
"3078",270522
"3079",369825
"3080",396633
"3081",260111
"3082",480717
"3083",278522
"3084",267717
"3085",325353
"3086",266135
"3087",363192
"3088",363395
"3089",338376
"3090",280714
"3091",331552
"3092",291529
"3093",376416
"3094",263612
"3095",259882
"3096",353010
"3097",412316
"3098",273876
"3099",529104
"3100",456110
"3101",299358
"3102",326624
"3103",257869
"3104",325159
"3105",292536
"3106",261511
"3107",320984
"3108",403625
"3109",339682
"3110",451744
"3111",339772
"3112",260614
"3113",331539
"3114",396745
"3115",349022
"3116",265097
"3117",270942
"3118",680390
"3119",438711
"3120",376506
"3121",257562
"3122",312897
"3123",273803
"3124",283896
"3125",256908
"3126",268222
"3127",252529
"3128",343579
"3129",367251
"3130",303462
"3131",342599
"3132",267843
"3133",264738
"3134",318982
"3135",274200
"3136",253310
"3137",389765
"3138",483450
"3139",325171
"3140",286967
"3141",325089
"3142",308027
"3143",267763
"3144",261677
"3145",329993
"3146",315423
"3147",419053
"3148",390348
"3149",356824
"3150",362883
"3151",295010
"3152",265314
"3153",274964
"3154",357118
"3155",330087
"3156",330874
"3157",324654
"3158",366207
"3159",286261
"3160",278073
"3161",341995
"3162",344275
"3163",343476
"3164",357118
"3165",352882
"3166",365986
"3167",400416
"3168",301654
"3169",857532
"3170",260797
"3171",256674
"3172",454063
"3173",397346
"3174",262024
"3175",274451
"3176",365986
"3177",268726
"3178",275395
"3179",383322
"3180",373403
"3181",274562
"3182",259505
"3183",345360
"3184",1484705
"3185",370160
"3186",350853
"3187",351952
"3188",404085
"3189",321760
"3190",409200
"3191",269604
"3192",380922
"3193",281221
"3194",269687
"3195",424034
"3196",374116
"3197",283913
"3198",264148
"3199",256211
"3200",281852
"3201",380543
"3202",383745
"3203",267661
"3204",342384
"3205",359759
"3206",267101
"3207",272669
"3208",336188
"3209",316205
"3210",339905
"3211",421837
"3212",289944
"3213",295763
"3214",281030
"3215",388849
"3216",267325
"3217",279490
"3218",280618
"3219",402089
"3220",425447
"3221",326691
"3222",275093
"3223",351084
"3224",346668
"3225",412952
"3226",316000
"3227",341835
"3228",456956
"3229",276075
"3230",374313
"3231",303317
"3232",298070
"3233",318822
"3234",375078
"3235",318934
"3236",284952
"3237",391874
"3238",342175
"3239",434467
"3240",404573
"3241",393357
"3242",345969
"3243",257942
"3244",269300
"3245",369522
"3246",358631
"3247",336061
"3248",286391
"3249",286026
"3250",755858
"3251",304302
"3252",267989
"3253",340787
"3254",250354
"3255",523484
"3256",257175
"3257",353195
"3258",274917
"3259",348460
"3260",345831
"3261",345006
"3262",345705
"3263",436861
"3264",398625
"3265",343849
"3266",291578
"3267",376133
"3268",302612
"3269",300404
"3270",287008
"3271",654141
"3272",252646
"3273",413557
"3274",398931
"3275",311764
"3276",352768
"3277",284403
"3278",339956
"3279",308205
"3280",330470
"3281",330132
"3282",274720
"3283",327127
"3284",309272
"3285",469864
"3286",286230
"3287",262038
"3288",279231
"3289",339358
"3290",287737
"3291",297449
"3292",313729
"3293",263908
"3294",280798
"3295",424034
"3296",291755
"3297",278632
"3298",277408
"3299",336793
"3300",395026
"3301",409200
"3302",268965
"3303",400943
"3304",308489
"3305",413345
"3306",356567
"3307",250170
"3308",255476
"3309",264102
"3310",348099
"3311",309196
"3312",254285
"3313",336226
"3314",411797
"3315",258049
"3316",335704
"3317",458549
"3318",336007
"3319",272209
"3320",310085
"3321",322143
"3322",275625
"3323",375313
"3324",930948
"3325",343052
"3326",280966
"3327",309513
"3328",338283
"3329",323020
"3330",374116
"3331",664366
"3332",278557
"3333",314773
"3334",400616
"3335",368739
"3336",420629
"3337",276456
"3338",456236
"3339",257042
"3340",286911
"3341",274363
"3342",338836
"3343",406955
"3344",341762
"3345",332194
"3346",339767
"3347",250066
"3348",318886
"3349",515629
"3350",315804
"3351",292627
"3352",369522
"3353",356017
"3354",272944
"3355",606111
"3356",260754
"3357",306601
"3358",270075
"3359",463667
"3360",268620
"3361",323069
"3362",431637
"3363",368757
"3364",254303
"3365",282882
"3366",377061
"3367",279015
"3368",347292
"3369",277314
"3370",341439
"3371",271767
"3372",413345
"3373",372636
"3374",340917
"3375",334273
"3376",271710
"3377",318947
"3378",282062
"3379",283510
"3380",280093
"3381",392286
"3382",267252
"3383",301199
"3384",286452
"3385",509364
"3386",375515
"3387",348152
"3388",341762
"3389",634226
"3390",458558
"3391",340217
"3392",293828
"3393",299291
"3394",483261
"3395",377850
"3396",315417
"3397",304973
"3398",401762
"3399",420749
"3400",362482
"3401",395022
"3402",338620
"3403",446358
"3404",352614
"3405",293528
"3406",428405
"3407",350387
"3408",321403
"3409",286689
"3410",451996
"3411",287908
"3412",286452
"3413",268514
"3414",365289
"3415",283757
"3416",328949
"3417",325355
"3418",346033
"3419",362787
"3420",306178
"3421",333677
"3422",371089
"3423",352812
"3424",370585
"3425",318331
"3426",423297
"3427",340018
"3428",289148
"3429",339863
"3430",568490
"3431",447882
"3432",314165
"3433",382859
"3434",326587
"3435",310774
"3436",450246
"3437",298130
"3438",265275
"3439",410114
"3440",260106
"3441",251612
"3442",456236
"3443",448626
"3444",399052
"3445",268545
"3446",281784
"3447",1268339
"3448",309955
"3449",285865
"3450",299831
"3451",296462
"3452",379883
"3453",294121
"3454",254905
"3455",322585
"3456",251167
"3457",265038
"3458",271579
"3459",306114
"3460",320451
"3461",415037
"3462",258124
"3463",467579
"3464",267284
"3465",342709
"3466",368561
"3467",302347
"3468",369843
"3469",382802
"3470",254781
"3471",455995
"3472",292465
"3473",698363
"3474",401998
"3475",271795
"3476",617860
"3477",306440
"3478",615893
"3479",291096
"3480",408788
"3481",282023
"3482",268022
"3483",322385
"3484",414812
"3485",281074
"3486",370119
"3487",292307
"3488",314007
"3489",356272
"3490",263871
"3491",266325
"3492",278254
"3493",284329
"3494",368727
"3495",353696
"3496",285522
"3497",290688
"3498",427382
"3499",276568
"3500",250038
"3501",343579
"3502",294253
"3503",256628
"3504",270460
"3505",265148
"3506",303692
"3507",272944
"3508",314153
"3509",345730
"3510",302473
"3511",252897
"3512",259352
"3513",296453
"3514",278915
"3515",565313
"3516",274103
"3517",271118
"3518",271936
"3519",279029
"3520",253799
"3521",266138
"3522",289484
"3523",287908
"3524",346406
"3525",391122
"3526",280344
"3527",277488
"3528",313573
"3529",591711
"3530",268183
"3531",392286
"3532",520231
"3533",409230
"3534",376025
"3535",275223
"3536",279452
"3537",285263
"3538",305147
"3539",371382
"3540",403671
"3541",306183
"3542",314592
"3543",254630
"3544",308861
"3545",309895
"3546",287420
"3547",287031
"3548",311080
"3549",389857
"3550",297152
"3551",316235
"3552",290640
"3553",461337
"3554",301747
"3555",340917
"3556",323627
"3557",253003
"3558",250976
"3559",250182
"3560",293485
"3561",332657
"3562",283237
"3563",374764
"3564",419554
"3565",287988
"3566",410351
"3567",271243
"3568",460408
"3569",369678
"3570",344916
"3571",251836
"3572",313945
"3573",353432
"3574",309350
"3575",454915
"3576",257337
"3577",329144
"3578",267663
"3579",295922
"3580",360743
"3581",448337
"3582",310320
"3583",251521
"3584",255503
"3585",366563
"3586",278139
"3587",536725
"3588",286002
"3589",352834
"3590",306513
"3591",309580
"3592",379198
"3593",332379
"3594",262062
"3595",275446
"3596",278522
"3597",358554
"3598",307423
"3599",472070
"3600",376455
"3601",349910
"3602",279968
"3603",408427
"3604",393768
"3605",283676
"3606",408717
"3607",343200
"3608",401690
"3609",306309
"3610",263670
"3611",276494
"3612",317479
"3613",299635
"3614",334032
"3615",346754
"3616",394860
"3617",262642
"3618",315291
"3619",284703
"3620",251292
"3621",278736
"3622",264095
"3623",347292
"3624",253190
"3625",407495
"3626",270968
"3627",272166
"3628",305781
"3629",337766
"3630",376072
"3631",430175
"3632",310525
"3633",254949
"3634",267965
"3635",446771
"3636",268234
"3637",485117
"3638",500002
"3639",312500
"3640",278404
"3641",462294
"3642",310380
"3643",311497
"3644",443508
"3645",312528
"3646",282744
"3647",401451
"3648",277588
"3649",391744
"3650",418020
"3651",357612
"3652",251854
"3653",302579
"3654",326048
"3655",335665
"3656",383603
"3657",295108
"3658",408717
"3659",255635
"3660",410034
"3661",272669
"3662",347491
"3663",368005
"3664",370585
"3665",271933
"3666",341227
"3667",285335
"3668",384651
"3669",251421
"3670",391736
"3671",276153
"3672",265266
"3673",322238
"3674",409902
"3675",283305
"3676",435638
"3677",395078
"3678",290677
"3679",283757
"3680",319165
"3681",322208
"3682",420277
"3683",348960
"3684",511517
"3685",389932
"3686",276221
"3687",385242
"3688",386705
"3689",392694
"3690",254285
"3691",281647
"3692",252862
"3693",297261
"3694",376393
"3695",438139
"3696",462255
"3697",1366120
"3698",495061
"3699",406641
"3700",338212
"3701",384236
"3702",383239
"3703",266287
"3704",420351
"3705",260046
"3706",362302
"3707",301802
"3708",431245
"3709",277112
"3710",266529
"3711",256179
"3712",352196
"3713",355918
"3714",386370
"3715",415706
"3716",343506
"3717",301862
"3718",383384
"3719",381741
"3720",277533
"3721",434894
"3722",379959
"3723",301369
"3724",330715
"3725",312653
"3726",331831
"3727",288353
"3728",304463
"3729",274969
"3730",251421
"3731",441210
"3732",270587
"3733",344492
"3734",369387
"3735",286689
"3736",314310
"3737",318641
"3738",257250
"3739",293176
"3740",419394
"3741",334291
"3742",298601
"3743",306459
"3744",342709
"3745",355700
"3746",376979
"3747",277530
"3748",593246
"3749",252993
"3750",358199
"3751",318036
"3752",321817
"3753",402975
"3754",289930
"3755",367049
"3756",378104
"3757",252518
"3758",326334
"3759",279914
"3760",320451
"3761",259705
"3762",449432
"3763",342709
"3764",273701
"3765",399522
"3766",264436
"3767",473133
"3768",289468
"3769",270436
"3770",264834
"3771",278254
"3772",440138
"3773",392812
"3774",308205
"3775",263150
"3776",254167
"3777",331482
"3778",259363
"3779",462838
"3780",284129
"3781",314240
"3782",423222
"3783",374116
"3784",326083
"3785",350783
"3786",272090
"3787",291147
"3788",352139
"3789",271446
"3790",374367
"3791",277342
"3792",529223
"3793",298643
"3794",323054
"3795",309124
"3796",362309
"3797",257781
"3798",297906
"3799",277783
"3800",271795
"3801",352806
"3802",266189
"3803",351810
"3804",456618
"3805",281403
"3806",377140
"3807",299810
"3808",269512
"3809",379919
"3810",335427
"3811",372692
"3812",303176
"3813",262684
"3814",319889
"3815",651396
"3816",398019
"3817",254935
"3818",451951
"3819",336707
"3820",431861
"3821",290321
"3822",256861
"3823",517036
"3824",436361
"3825",497788
"3826",274731
"3827",314153
"3828",267252
"3829",312055
"3830",292472
"3831",320192
"3832",529216
"3833",390817
"3834",270842
"3835",371064
"3836",441637
"3837",311376
"3838",256636
"3839",526734
"3840",268022
"3841",313146
"3842",543042
"3843",271807
"3844",264627
"3845",377095
"3846",317535
"3847",428299
"3848",427744
"3849",331527
"3850",298161
"3851",309974
"3852",270059
"3853",501144
"3854",250038
"3855",353927
"3856",267945
"3857",417668
"3858",357145
"3859",292303
"3860",281860
"3861",283320
"3862",631947
"3863",394484
"3864",337778
"3865",301383
"3866",289909
"3867",489085
"3868",253420
"3869",269300
"3870",282609
"3871",346978
"3872",312271
"3873",278938
"3874",311446
"3875",436798
"3876",345363
"3877",296516
"3878",329059
"3879",443855
"3880",294691
"3881",301867
"3882",362835
"3883",336643
"3884",263871
"3885",257910
"3886",258735
"3887",346594
"3888",307468
"3889",279833
"3890",259846
"3891",438427
"3892",384276
"3893",258561
"3894",387844
"3895",265698
"3896",437890
"3897",540712
"3898",321770
"3899",354075
"3900",390867
"3901",279721
"3902",549174
"3903",286983
"3904",287701
"3905",366900
"3906",268639
"3907",358975
"3908",460437
"3909",806552
"3910",376474
"3911",304602
"3912",282538
"3913",291011
"3914",318331
"3915",387068
"3916",250743
"3917",289190
"3918",604537
"3919",328466
"3920",403187
"3921",365683
"3922",336042
"3923",325461
"3924",313852
"3925",350379
"3926",335104
"3927",387777
"3928",290661
"3929",341672
"3930",393248
"3931",279315
"3932",392812
"3933",304906
"3934",346847
"3935",400535
"3936",409622
"3937",283969
"3938",374163
"3939",386378
"3940",350651
"3941",281504
"3942",293358
"3943",331474
"3944",324254
"3945",359327
"3946",346014
"3947",300623
"3948",275859
"3949",275181
"3950",398988
"3951",367749
"3952",327164
"3953",372682
"3954",381789
"3955",368797
"3956",342953
"3957",345789
"3958",298860
"3959",326199
"3960",376789
"3961",279145
"3962",387770
"3963",282066
"3964",280966
"3965",291586
"3966",303851
"3967",377322
"3968",293941
"3969",378221
"3970",380633
"3971",375313
"3972",278391
"3973",487085
"3974",277455
"3975",436341
"3976",255386
"3977",354148
"3978",353263
"3979",309778
"3980",303155
"3981",473748
"3982",344920
"3983",280570
"3984",328060
"3985",484024
"3986",1455435
"3987",445382
"3988",278576
"3989",659504
"3990",278107
"3991",416745
"3992",439263
"3993",289716
"3994",323773
"3995",276664
"3996",292504
"3997",556688
"3998",267859
"3999",256821
"4000",314659
"4001",271792
"4002",271710
"4003",308498
"4004",291702
"4005",327474
"4006",359001
"4007",750972
"4008",290609
"4009",324629
"4010",252752
"4011",424884
"4012",607848
"4013",311184
"4014",454915
"4015",393715
"4016",410351
"4017",399386
"4018",316470
"4019",315303
"4020",254500
"4021",419895
"4022",258474
"4023",370119
"4024",548256
"4025",341353
"4026",269060
"4027",314539
"4028",337721
"4029",255407
"4030",493363
"4031",463194
"4032",450695
"4033",289309
"4034",287988
"4035",265706
"4036",368675
"4037",376936
"4038",369538
"4039",257043
"4040",254834
"4041",313749
"4042",331651
"4043",401930
"4044",252327
"4045",264188
"4046",315143
"4047",405644
"4048",293550
"4049",328581
"4050",378747
"4051",298400
"4052",250819
"4053",367533
"4054",271160
"4055",257790
"4056",322391
"4057",376302
"4058",258883
"4059",327397
"4060",329144
"4061",250674
"4062",254949
"4063",319582
"4064",280111
"4065",372483
"4066",422149
"4067",272618
"4068",336440
"4069",281425
"4070",310255
"4071",255949
"4072",282872
"4073",297186
"4074",289390
"4075",390157
"4076",365430
"4077",410439
"4078",405284
"4079",258550
"4080",268147
"4081",366089
"4082",389857
"4083",279243
"4084",278391
"4085",349898
"4086",251854
"4087",347934
"4088",293399
"4089",366180
"4090",283116
"4091",552354
"4092",469056
"4093",302041
"4094",261062
"4095",336010
"4096",389270
"4097",378322
"4098",318280
"4099",274689
"4100",291968
"4101",302406
"4102",336007
"4103",349230
"4104",293512
"4105",375655
"4106",414683
"4107",315728
"4108",300275
"4109",301227
"4110",353219
"4111",435503
"4112",561489
"4113",455361
"4114",286115
"4115",383603
"4116",299197
"4117",409842
"4118",304386
"4119",342730
"4120",351381
"4121",293691
"4122",343944
"4123",334999
"4124",274363
"4125",282979
"4126",323810
"4127",318891
"4128",375655
"4129",578377
"4130",509500
"4131",324021
"4132",408813
"4133",889965
"4134",298444
"4135",311795
"4136",291783
"4137",462180
"4138",308540
